iter	Logloss
413	0.1743519563
414	0.1742721979
415	0.1740707082
416	0.173947779
417	0.1737551564
418	0.1736839926
419	0.1735316402
420	0.173413761
421	0.1732790805
422	0.1731204976
423	0.1730299237
424	0.1729432108
425	0.1728598536
426	0.1726892931
427	0.1725719753
428	0.1723975328
429	0.1722897615
430	0.1721945587
431	0.1720447848
432	0.1719670907
433	0.1718620376
434	0.1717028169
435	0.1715965392
436	0.1714466212
437	0.1713914452
438	0.17130956
439	0.1711438723
440	0.1709959031
441	0.1708468394
442	0.170692112
443	0.170543709
444	0.17044105
445	0.1703171343
446	0.1701164046
447	0.1699855704
448	0.1698558452
449	0.1697701927
450	0.1696804992
451	0.1695126033
452	0.1693318435
453	0.1691967605
454	0.1691056292
455	0.1690262231
456	0.1688990132
457	0.1688161037
458	0.168678282
459	0.1685483829
460	0.1684635029
461	0.1683774632
462	0.16822096
463	0.1681049023
464	0.1679929404
465	0.1678370444
466	0.1677200433
467	0.1675365602
468	0.1673919003
469	0.1672917474
470	0.1671537871
471	0.1669977184
472	0.1669064879
473	0.166773749
474	0.1666362093
475	0.1665069234
476	0.1663960227
477	0.1662658608
478	0.1661046642
479	0.1659847828
480	0.1658975699
481	0.1658263141
482	0.1656171403
483	0.1654743609
484	0.1653506386
485	0.1651791396
486	0.1650186116
487	0.1648691014
488	0.1648281366
489	0.1647337417
490	0.1647005179
491	0.1646703664
492	0.1645601733
493	0.1643537059
494	0.1642014935
495	0.164009703
496	0.1639270054
497	0.1638352551
498	0.1637239697
499	0.1635919733
500	0.1634862573
501	0.1633390423
502	0.1632549161
503	0.163178781
504	0.1630785848
505	0.1630003189
506	0.1628701899
507	0.162765332
508	0.1626719156
509	0.1625402364
510	0.1624313004
511	0.1623362811
512	0.1622807247
513	0.162164056
514	0.1620470768
515	0.1619365656
516	0.1617635759
517	0.1616271461
518	0.161534081
519	0.1614616548
520	0.1613510463
521	0.1611928394
522	0.1610537368
523	0.1609172763
524	0.1607810339
525	0.1606544639
526	0.1605626418
527	0.1604418581
528	0.1603490686
529	0.1602142294
530	0.1601587648
531	0.1600828551
532	0.1599911736
533	0.1598904919
534	0.1598279983
535	0.1596810291
536	0.159561181
537	0.1594358421
538	0.1593502645
539	0.159253985
540	0.1591907493
541	0.1590954929
542	0.1590099709
543	0.1588449998
544	0.1587194371
545	0.1585875447
546	0.1584693972
547	0.1583997073
548	0.1582428669
549	0.1581485813
550	0.1580661867
551	0.1580091847
552	0.1578863888
553	0.1577408649
554	0.1576044848
555	0.1575229281
556	0.1574179165
557	0.1572630481
558	0.1572000655
559	0.1571048857
560	0.1570221298
561	0.1569423228
562	0.1567791017
563	0.1566036634
564	0.1564895698
565	0.156391668
566	0.1563466606
567	0.1561840802
568	0.1561179339
569	0.1560025634
570	0.1558544727
571	0.1557920693
572	0.1556648059
573	0.1555046573
574	0.1553549202
575	0.1552795783
576	0.1551903935
577	0.1550877053
578	0.1549582964
579	0.1548793317
580	0.154746477
581	0.1545533584
582	0.1544673738
583	0.1544108902
584	0.1542255851
585	0.1541141574
586	0.1540109095
587	0.1539355481
588	0.1538182507
589	0.1536662788
590	0.1535960963
591	0.1534696168
592	0.1533399593
593	0.1532759551
594	0.153155553
595	0.1530369951
596	0.1529132354
597	0.1528036026
598	0.1527056668
599	0.1525760204
600	0.1525294489
601	0.1524580099
602	0.1523840952
603	0.1522443308
604	0.1521235641
605	0.1519560127
606	0.1518171728
607	0.1517526165
608	0.1516160499
609	0.1515684715
610	0.1514995424
611	0.1514365655
612	0.1513666957
613	0.1512633023
614	0.1511655817
615	0.1510352204
616	0.1509173006
617	0.1508698445
618	0.1507582389
619	0.1506143482
620	0.1504836605
621	0.1503764335
622	0.1502377262
623	0.1501252572
624	0.1500145626
625	0.1499040998
626	0.1497216143
627	0.1495694974
628	0.14943033
629	0.1493452484
630	0.1492788299
631	0.1492122581
632	0.1491504604
633	0.149022871
634	0.1489529848
635	0.1488628494
636	0.1487233512
637	0.1486554152
638	0.1485711975
639	0.1484937977
640	0.1483777934
641	0.1483220162
642	0.1482596529
643	0.148179566
644	0.1480518855
645	0.1479221548
646	0.1477997254
647	0.1477030872
648	0.147585038
649	0.1474705742
650	0.1473421333
651	0.1472520693
652	0.1471450927
653	0.1470435187
654	0.1469396574
655	0.1468793055
656	0.1467623739
657	0.1466674229
658	0.1465420748
659	0.1464561232
660	0.1463801215
661	0.1462813677
662	0.146171107
663	0.1460696541
664	0.1459483561
665	0.1458837831
666	0.1458100475
667	0.1457322662
668	0.1456131507
669	0.1455241141
670	0.1454399256
671	0.1453542713
672	0.1452819002
673	0.1452207433
674	0.1451111469
675	0.1450340021
676	0.1449134829
677	0.1448171017
678	0.1446981093
679	0.1446218352
680	0.1445137322
681	0.1444408265
682	0.1443774392
683	0.1442839209
684	0.1442510543
685	0.1441807186
686	0.1440510179
687	0.1440008177
688	0.1439289735
689	0.1438102732
690	0.1437038177
691	0.1436280841
692	0.1435791564
693	0.1434358652
694	0.1433412682
695	0.1432142247
696	0.1430719245
697	0.1429882818
698	0.1428567956
699	0.1427622046
700	0.1426834071
701	0.1426067836
702	0.1425054088
703	0.1424660065
704	0.1423738746
705	0.1422738058
706	0.1421790861
707	0.1420878115
708	0.1420212313
709	0.1419165757
710	0.1418228259
711	0.1417145219
712	0.1416560115
713	0.1416191725
714	0.1415676328
715	0.1414582206
716	0.1413383832
717	0.1412433821
718	0.1412066614
719	0.1410871826
720	0.1409803407
721	0.1409258733
722	0.1408964582
723	0.1408191255
724	0.1407258056
725	0.140615457
726	0.1405743992
727	0.1404633695
728	0.1403892122
729	0.1403533639
730	0.1402531855
731	0.1402006026
732	0.1401500778
733	0.1400478947
734	0.1399181834
735	0.1398641933
736	0.1397153941
737	0.1396413252
738	0.1396020266
739	0.1395567588
740	0.1394665666
741	0.1393602578
742	0.1392913588
743	0.1392025201
744	0.1391402448
745	0.1390495608
746	0.138948422
747	0.138880641
748	0.1387212671
749	0.1386419301
750	0.138541395
751	0.1384614499
752	0.1383679127
753	0.1382861816
754	0.1382226947
755	0.1380798617
756	0.1380012458
757	0.1378908379
758	0.1378374163
759	0.1377865925
760	0.1377028988
761	0.1376104787
762	0.1375725179
763	0.1374785895
764	0.1373739619
765	0.1372838078
766	0.1371919162
767	0.1370882668
768	0.1370098875
769	0.1368996248
770	0.1368705902
771	0.1367900595
772	0.1367494915
773	0.1367313754
774	0.1366741919
775	0.1366354963
776	0.1365337491
777	0.1364517972
778	0.1363872833
779	0.1363142651
780	0.1362229473
781	0.1361421244
782	0.1360753102
783	0.135944295
784	0.135791062
785	0.1356674986
786	0.1355847817
787	0.1355286433
788	0.1354491125
789	0.1353389844
790	0.1352994589
791	0.1351733725
792	0.1351193042
793	0.1350523725
794	0.1349989025
795	0.1349184421
796	0.1348670444
797	0.1347891106
798	0.1346609512
799	0.1344990081
800	0.1343759947
801	0.1343107424
802	0.134238727
803	0.1341629846
804	0.1340796194
805	0.133979926
806	0.1338894966
807	0.1338044529
808	0.1337069897
809	0.1336251758
810	0.1334642107
811	0.133348561
812	0.1333182562
813	0.1332360099
814	0.1331596751
815	0.1330861496
816	0.1329800895
817	0.132869187
818	0.132790349
819	0.1327152258
820	0.1326077795
821	0.1325367399
822	0.1324564341
823	0.1323431797
824	0.1322638726
825	0.1322006951
826	0.1321190906
827	0.1320765258
828	0.1320073339
829	0.1318819168
830	0.1318411293
831	0.1317827821
832	0.1317068579
833	0.1315884646
834	0.1315235423
835	0.1314231747
836	0.1313613129
837	0.1312615125
838	0.1311460847
839	0.1310760366
840	0.1309801742
841	0.1309061435
842	0.1308315936
843	0.1308106576
844	0.13074072
845	0.1306777073
846	0.130583723
847	0.1305278757
848	0.1304436413
849	0.1304058671
850	0.13027493
851	0.1302007323
852	0.1300774077
853	0.1299938454
854	0.1298556938
855	0.1298031507
856	0.1296959599
857	0.129621795
858	0.1295680927
859	0.1295169781
860	0.1294367017
861	0.1293573639
862	0.1292645489
863	0.1291356422
864	0.1290418789
865	0.1289324906
866	0.1289054136
867	0.1287992919
868	0.128755688
869	0.1286906859
870	0.1286039732
871	0.1285510649
872	0.1285265494
873	0.1284751214
874	0.1284277721
875	0.1283950042
876	0.1282701566
877	0.1281648311
878	0.1280634508
879	0.127974741
880	0.1279093007
881	0.1278108376
882	0.1277044648
883	0.1276243378
884	0.127570631
885	0.1275108386
886	0.1274261994
887	0.1273639525
888	0.1273072257
889	0.1272549377
890	0.1271968628
891	0.1271538902
892	0.1271265966
893	0.1270110193
894	0.1269053955
895	0.1268367059
896	0.1267846097
897	0.1267296657
898	0.1266550319
899	0.1265790766
900	0.1265239427
901	0.1264474174
902	0.1263666911
903	0.1262722672
904	0.1262465695
905	0.126172192
906	0.1261316188
907	0.1260497242
908	0.1259944894
909	0.1258653552
910	0.1258050786
911	0.1257855939
912	0.1257693878
913	0.1256623877
914	0.1255686117
915	0.1254978075
916	0.1254012231
917	0.1253063404
918	0.1252261524
919	0.1251633537
920	0.125126873
921	0.1250291449
922	0.1249280412
923	0.1248796317
924	0.1247959886
925	0.1247404285
926	0.1246454663
927	0.1245533489
928	0.1244783277
929	0.124360878
930	0.1242773897
931	0.1242154325
932	0.1241508864
933	0.1240996325
934	0.1240021703
935	0.123935965
936	0.1238627404
937	0.1237759536
938	0.1237047583
939	0.1236040949
940	0.1235515768
941	0.1234861332
942	0.123432177
943	0.1233789437
944	0.1233235958
945	0.1232247686
946	0.1231841313
947	0.1231414673
948	0.1230825119
949	0.1230574274
950	0.1230195283
951	0.1229273083
952	0.1228819145
953	0.1228186738
954	0.1227994797
955	0.1227121241
956	0.1226411965
957	0.1225578672
958	0.1225422287
959	0.12250345
960	0.1224110115
961	0.1223483396
962	0.1222822278
963	0.1221965077
964	0.1221575233
965	0.1220709113
966	0.1219816432
967	0.121931713
968	0.1218628495
969	0.1217338467
970	0.121652887
971	0.1215714583
972	0.1215077367
973	0.1214849987
974	0.1214644717
975	0.1214206057
976	0.1213210229
977	0.1212209632
978	0.121152035
979	0.1211183589
980	0.1210573021
981	0.1209736526
982	0.1208902069
983	0.120793427
984	0.120723184
985	0.1206294767
986	0.1205625903
987	0.1205460362
988	0.1205140601
989	0.1204560099
990	0.1204331578
991	0.1203814139
992	0.1203587208
993	0.1202543467
994	0.1202160098
995	0.1201656677
996	0.1201008556
997	0.1200164469
998	0.1199718148
999	0.1198996515
